TYPE,SET,EIO,i7,oligo_reads,total_oligo_reads,perc_reads,predicted_perc_contam
T,Set1,20,42,5,1069884,0.0,0.0
T,Set1,21,42,0,601771,0.0,0.0
T,Set1,22,42,0,557655,0.0,0.0
T,Set1,23,42,0,667898,0.0,0.0
T,Set1,24,42,5,575151,0.0,0.0
T,Set1,25,42,0,469824,0.0,0.0
T,Set1,26,42,0,680819,0.0,0.0
T,Set1,27,42,3,497186,0.0,0.0
T,Set1,28,42,0,724335,0.0,0.0
T,Set1,29,42,0,618673,0.0,0.0
T,Set1,30,42,2,586235,0.0,0.0
T,Set1,31,42,0,636966,0.0,0.0
T,Set1,32,42,0,823799,0.0,0.0
T,Set1,33,42,0,430433,0.0,0.0
T,Set1,34,42,2,485391,0.0,0.0
T,Set1,35,42,5,675415,0.0,0.0
T,Set1,36,42,0,388948,0.0,0.0
T,Set1,37,42,0,714834,0.0,0.0
T,Set1,38,42,2,502888,0.0,0.0
T,Set1,39,42,0,746041,0.0,0.0
T,Set1,40,42,0,844512,0.0,0.0
T,Set1,41,42,7098,701472,1.01,1.01
T,Set1,43,42,0,764250,0.0,0.0
T,Set1,44,42,1,877203,0.0,0.0
T,Set1,45,42,305,657348,0.05,0.05
T,Set1,46,42,12,595681,0.0,0.0
T,Set1,47,42,0,698829,0.0,0.0
T,Set1,48,42,0,621626,0.0,0.0
T,Set2,01,42,1,740984,0.0,0.0
T,Set2,02,42,0,600903,0.0,0.0
T,Set2,03,42,0,822180,0.0,0.0
T,Set2,04,42,2,726253,0.0,0.0
T,Set2,05,42,0,635437,0.0,0.0
T,Set2,06,42,0,702965,0.0,0.0
T,Set2,07,42,0,675264,0.0,0.0
T,Set2,08,42,0,681144,0.0,0.0
T,Set2,09,42,0,436090,0.0,0.0
T,Set2,10,42,4,608769,0.0,0.0
T,Set2,11,42,18,604342,0.0,0.0
T,Set2,12,42,12,509207,0.0,0.0
T,Set2,13,42,2,684694,0.0,0.0
T,Set2,14,42,2,630317,0.0,0.0
T,Set2,15,42,0,713571,0.0,0.0
T,Set2,16,42,0,832532,0.0,0.0
T,Set2,17,42,1,723550,0.0,0.0
T,Set2,18,42,0,607535,0.0,0.0
T,Set2,19,42,5,698680,0.0,0.0
T,Set2,20,42,0,746124,0.0,0.0
T,Set2,21,42,0,662683,0.0,0.0
T,Set2,22,42,0,650959,0.0,0.0
T,Set2,23,42,1,533017,0.0,0.0
T,Set2,24,42,12,1028315,0.0,0.0
T,Set2,25,42,0,435456,0.0,0.0
T,Set2,26,42,0,583985,0.0,0.0
T,Set2,27,42,1,686104,0.0,0.0
T,Set2,28,42,0,636763,0.0,0.0
T,Set2,29,42,0,675368,0.0,0.0
T,Set2,30,42,3,614920,0.0,0.0
T,Set2,31,42,0,508552,0.0,0.0
T,Set2,32,42,0,624430,0.0,0.0
T,Set2,33,42,0,731377,0.0,0.0
T,Set2,34,42,2,666456,0.0,0.0
T,Set2,35,42,2,695550,0.0,0.0
T,Set2,36,42,2,533522,0.0,0.0
T,Set2,37,42,0,607904,0.0,0.0
T,Set2,38,42,1,590492,0.0,0.0
T,Set2,39,42,0,693329,0.0,0.0
T,Set2,40,42,1,981346,0.0,0.0
T,Set2,41,42,6419,682417,0.94,0.94
T,Set2,43,42,0,880597,0.0,0.0
T,Set2,44,42,0,588955,0.0,0.0
T,Set2,45,42,190,504454,0.04,0.04
T,Set2,46,42,27,810745,0.0,0.0
T,Set2,47,42,0,729430,0.0,0.0
T,Set2,48,42,1,626537,0.0,0.0
T,Set3,01,42,0,522736,0.0,0.0
T,Set3,02,42,0,376922,0.0,0.0
T,Set3,03,42,0,471901,0.0,0.0
T,Set3,04,42,1,613745,0.0,0.0
T,Set3,05,42,0,471595,0.0,0.0
T,Set3,06,42,0,510063,0.0,0.0
T,Set3,07,42,0,322190,0.0,0.0
T,Set3,08,42,0,565743,0.0,0.0
T,Set3,09,42,0,535432,0.0,0.0
T,Set3,10,42,3,482710,0.0,0.0
T,Set3,11,42,4,402646,0.0,0.0
T,Set3,12,42,29,774122,0.0,0.0
T,Set3,13,42,1,356470,0.0,0.0
T,Set3,14,42,2,689051,0.0,0.0
T,Set3,15,42,0,755904,0.0,0.0
T,Set3,16,42,0,589942,0.0,0.0
T,Set3,17,42,0,481073,0.0,0.0
T,Set3,18,42,7,604560,0.0,0.0
T,Set3,19,42,3,709057,0.0,0.0
T,Set3,20,42,2,628477,0.0,0.0
T,Set3,21,42,0,480165,0.0,0.0
T,Set3,22,42,0,455809,0.0,0.0
T,Set3,23,42,0,600018,0.0,0.0
T,Set3,24,42,6,635161,0.0,0.0
T,Set3,25,42,0,284795,0.0,0.0
T,Set3,26,42,0,575463,0.0,0.0
T,Set3,27,42,0,450234,0.0,0.0
T,Set3,28,42,0,284717,0.0,0.0
T,Set3,29,42,0,407463,0.0,0.0
T,Set3,30,42,4,333803,0.0,0.0
T,Set3,31,42,0,626498,0.0,0.0
T,Set3,32,42,0,680767,0.0,0.0
T,Set3,33,42,0,461972,0.0,0.0
T,Set3,34,42,2,572614,0.0,0.0
T,Set3,35,42,1,307460,0.0,0.0
T,Set3,36,42,0,396936,0.0,0.0
T,Set3,37,42,0,378078,0.0,0.0
T,Set3,38,42,2,443384,0.0,0.0
T,Set3,39,42,2,511738,0.0,0.0
T,Set3,40,42,0,673086,0.0,0.0
T,Set3,41,42,6510,679858,0.96,0.96
T,Set3,43,42,0,538908,0.0,0.0
T,Set3,44,42,0,426884,0.0,0.0
T,Set3,45,42,119,380410,0.03,0.03
T,Set3,46,42,17,521870,0.0,0.0
T,Set3,47,42,1,613812,0.0,0.0
T,Set3,48,42,1,698162,0.0,0.0
T,Set1,01,19,0,681223,0.0,0.0
T,Set1,02,19,0,559349,0.0,0.0
T,Set1,03,19,0,694455,0.0,0.0
T,Set1,04,19,1,584755,0.0,0.0
T,Set1,05,19,0,693708,0.0,0.0
T,Set1,06,19,0,652522,0.0,0.0
T,Set1,07,19,0,661860,0.0,0.0
T,Set1,08,19,0,697079,0.0,0.0
T,Set1,09,19,1,722325,0.0,0.0
T,Set1,10,19,0,819362,0.0,0.0
T,Set1,11,19,0,666345,0.0,0.0
T,Set1,12,19,0,508394,0.0,0.0
T,Set1,13,19,0,622116,0.0,0.0
T,Set1,14,19,0,666038,0.0,0.0
T,Set1,15,19,0,700503,0.0,0.0
T,Set1,16,19,1,659421,0.0,0.0
T,Set1,17,19,0,649326,0.0,0.0
T,Set1,18,19,0,419022,0.0,0.0
T,Set1,20,19,0,1069884,0.0,0.0
T,Set1,21,19,0,601771,0.0,0.0
T,Set1,22,19,0,557655,0.0,0.0
T,Set1,23,19,0,667898,0.0,0.0
T,Set1,24,19,0,575151,0.0,0.0
T,Set1,25,19,0,469824,0.0,0.0
T,Set1,26,19,2,680819,0.0,0.0
T,Set1,27,19,0,497186,0.0,0.0
T,Set1,28,19,0,724335,0.0,0.0
T,Set1,29,19,0,618673,0.0,0.0
T,Set1,30,19,0,586235,0.0,0.0
T,Set1,31,19,0,636966,0.0,0.0
T,Set1,32,19,0,823799,0.0,0.0
T,Set1,33,19,5,430433,0.0,0.0
T,Set1,34,19,0,485391,0.0,0.0
T,Set1,35,19,0,675415,0.0,0.0
T,Set1,36,19,1,388948,0.0,0.0
T,Set1,37,19,0,714834,0.0,0.0
T,Set1,38,19,0,502888,0.0,0.0
T,Set1,39,19,0,746041,0.0,0.0
T,Set1,40,19,0,844512,0.0,0.0
T,Set1,41,19,0,701472,0.0,0.0
T,Set1,42,19,1,647029,0.0,0.0
T,Set1,43,19,0,764250,0.0,0.0
T,Set1,44,19,1,877203,0.0,0.0
T,Set1,45,19,1,657348,0.0,0.0
T,Set1,46,19,1,595681,0.0,0.0
T,Set1,47,19,0,698829,0.0,0.0
T,Set1,48,19,0,621626,0.0,0.0
T,Set2,01,19,0,740984,0.0,0.0
T,Set2,02,19,0,600903,0.0,0.0
T,Set2,03,19,0,822180,0.0,0.0
T,Set2,04,19,0,726253,0.0,0.0
T,Set2,05,19,0,635437,0.0,0.0
T,Set2,06,19,2,702965,0.0,0.0
T,Set2,07,19,0,675264,0.0,0.0
T,Set2,08,19,1,681144,0.0,0.0
T,Set2,09,19,0,436090,0.0,0.0
T,Set2,10,19,0,608769,0.0,0.0
T,Set2,11,19,0,604342,0.0,0.0
T,Set2,12,19,0,509207,0.0,0.0
T,Set2,13,19,0,684694,0.0,0.0
T,Set2,14,19,1,630317,0.0,0.0
T,Set2,15,19,0,713571,0.0,0.0
T,Set2,16,19,0,832532,0.0,0.0
T,Set2,17,19,2,723550,0.0,0.0
T,Set2,18,19,0,607535,0.0,0.0
T,Set2,20,19,1,746124,0.0,0.0
T,Set2,21,19,0,662683,0.0,0.0
T,Set2,22,19,0,650959,0.0,0.0
T,Set2,23,19,0,533017,0.0,0.0
T,Set2,24,19,0,1028315,0.0,0.0
T,Set2,25,19,0,435456,0.0,0.0
T,Set2,26,19,0,583985,0.0,0.0
T,Set2,27,19,0,686104,0.0,0.0
T,Set2,28,19,0,636763,0.0,0.0
T,Set2,29,19,0,675368,0.0,0.0
T,Set2,30,19,0,614920,0.0,0.0
T,Set2,31,19,0,508552,0.0,0.0
T,Set2,32,19,0,624430,0.0,0.0
T,Set2,33,19,4,731377,0.0,0.0
T,Set2,34,19,0,666456,0.0,0.0
T,Set2,35,19,0,695550,0.0,0.0
T,Set2,36,19,0,533522,0.0,0.0
T,Set2,37,19,0,607904,0.0,0.0
T,Set2,38,19,0,590492,0.0,0.0
T,Set2,39,19,0,693329,0.0,0.0
T,Set2,40,19,0,981346,0.0,0.0
T,Set2,41,19,0,682417,0.0,0.0
T,Set2,42,19,0,765278,0.0,0.0
T,Set2,43,19,0,880597,0.0,0.0
T,Set2,44,19,0,588955,0.0,0.0
T,Set2,45,19,0,504454,0.0,0.0
T,Set2,46,19,0,810745,0.0,0.0
T,Set2,47,19,0,729430,0.0,0.0
T,Set2,48,19,1,626537,0.0,0.0
T,Set3,01,19,0,522736,0.0,0.0
T,Set3,02,19,0,376922,0.0,0.0
T,Set3,03,19,0,471901,0.0,0.0
T,Set3,04,19,4,613745,0.0,0.0
T,Set3,05,19,0,471595,0.0,0.0
T,Set3,06,19,1,510063,0.0,0.0
T,Set3,07,19,0,322190,0.0,0.0
T,Set3,08,19,0,565743,0.0,0.0
T,Set3,09,19,0,535432,0.0,0.0
T,Set3,10,19,0,482710,0.0,0.0
T,Set3,11,19,0,402646,0.0,0.0
T,Set3,12,19,0,774122,0.0,0.0
T,Set3,13,19,0,356470,0.0,0.0
T,Set3,14,19,0,689051,0.0,0.0
T,Set3,15,19,0,755904,0.0,0.0
T,Set3,16,19,0,589942,0.0,0.0
T,Set3,17,19,2,481073,0.0,0.0
T,Set3,18,19,0,604560,0.0,0.0
T,Set3,20,19,0,628477,0.0,0.0
T,Set3,21,19,0,480165,0.0,0.0
T,Set3,22,19,0,455809,0.0,0.0
T,Set3,23,19,0,600018,0.0,0.0
T,Set3,24,19,0,635161,0.0,0.0
T,Set3,25,19,0,284795,0.0,0.0
T,Set3,26,19,0,575463,0.0,0.0
T,Set3,27,19,0,450234,0.0,0.0
T,Set3,28,19,0,284717,0.0,0.0
T,Set3,29,19,0,407463,0.0,0.0
T,Set3,30,19,0,333803,0.0,0.0
T,Set3,31,19,0,626498,0.0,0.0
T,Set3,32,19,0,680767,0.0,0.0
T,Set3,33,19,3,461972,0.0,0.0
T,Set3,34,19,0,572614,0.0,0.0
T,Set3,35,19,0,307460,0.0,0.0
T,Set3,36,19,0,396936,0.0,0.0
T,Set3,37,19,0,378078,0.0,0.0
T,Set3,38,19,0,443384,0.0,0.0
T,Set3,39,19,0,511738,0.0,0.0
T,Set3,40,19,0,673086,0.0,0.0
T,Set3,41,19,0,679858,0.0,0.0
T,Set3,42,19,0,406050,0.0,0.0
T,Set3,43,19,0,538908,0.0,0.0
T,Set3,44,19,0,426884,0.0,0.0
T,Set3,45,19,0,380410,0.0,0.0
T,Set3,46,19,0,521870,0.0,0.0
T,Set3,47,19,0,613812,0.0,0.0
T,Set3,48,19,20,698162,0.0,0.0
T,Set1,01,10,0,681223,0.0,0.0
T,Set1,02,10,1,559349,0.0,0.0
T,Set1,03,10,0,694455,0.0,0.0
T,Set1,04,10,0,584755,0.0,0.0
T,Set1,05,10,0,693708,0.0,0.0
T,Set1,06,10,0,652522,0.0,0.0
T,Set1,07,10,0,661860,0.0,0.0
T,Set1,08,10,0,697079,0.0,0.0
T,Set1,09,10,0,722325,0.0,0.0
T,Set1,11,10,0,666345,0.0,0.0
T,Set1,12,10,0,508394,0.0,0.0
T,Set1,13,10,5,622116,0.0,0.0
T,Set1,14,10,36,666038,0.01,0.01
T,Set1,15,10,0,700503,0.0,0.0
T,Set1,16,10,0,659421,0.0,0.0
T,Set1,17,10,0,649326,0.0,0.0
T,Set1,18,10,102,419022,0.02,0.02
T,Set1,19,10,0,632509,0.0,0.0
T,Set1,20,10,2,1069884,0.0,0.0
T,Set1,21,10,0,601771,0.0,0.0
T,Set1,22,10,1,557655,0.0,0.0
T,Set1,23,10,2,667898,0.0,0.0
T,Set1,24,10,0,575151,0.0,0.0
T,Set1,25,10,0,469824,0.0,0.0
T,Set1,26,10,0,680819,0.0,0.0
T,Set1,27,10,1,497186,0.0,0.0
T,Set1,28,10,0,724335,0.0,0.0
T,Set1,29,10,0,618673,0.0,0.0
T,Set1,30,10,0,586235,0.0,0.0
T,Set1,31,10,1,636966,0.0,0.0
T,Set1,32,10,1,823799,0.0,0.0
T,Set1,33,10,0,430433,0.0,0.0
T,Set1,34,10,0,485391,0.0,0.0
T,Set1,35,10,1,675415,0.0,0.0
T,Set1,36,10,0,388948,0.0,0.0
T,Set1,37,10,1,714834,0.0,0.0
T,Set1,38,10,0,502888,0.0,0.0
T,Set1,39,10,0,746041,0.0,0.0
T,Set1,40,10,0,844512,0.0,0.0
T,Set1,41,10,0,701472,0.0,0.0
T,Set1,42,10,1,647029,0.0,0.0
T,Set1,43,10,0,764250,0.0,0.0
T,Set1,44,10,1,877203,0.0,0.0
T,Set1,45,10,2,657348,0.0,0.0
T,Set1,46,10,0,595681,0.0,0.0
T,Set1,47,10,1,698829,0.0,0.0
T,Set1,48,10,0,621626,0.0,0.0
T,Set2,01,10,0,740984,0.0,0.0
T,Set2,02,10,6,600903,0.0,0.0
T,Set2,03,10,0,822180,0.0,0.0
T,Set2,04,10,0,726253,0.0,0.0
T,Set2,05,10,0,635437,0.0,0.0
T,Set2,06,10,0,702965,0.0,0.0
T,Set2,07,10,0,675264,0.0,0.0
T,Set2,08,10,0,681144,0.0,0.0
T,Set2,09,10,0,436090,0.0,0.0
T,Set2,11,10,0,604342,0.0,0.0
T,Set2,12,10,0,509207,0.0,0.0
T,Set2,13,10,8,684694,0.0,0.0
T,Set2,14,10,24,630317,0.0,0.0
T,Set2,15,10,0,713571,0.0,0.0
T,Set2,16,10,1,832532,0.0,0.0
T,Set2,17,10,1,723550,0.0,0.0
T,Set2,18,10,236,607535,0.04,0.04
T,Set2,19,10,0,698680,0.0,0.0
T,Set2,20,10,0,746124,0.0,0.0
T,Set2,21,10,1,662683,0.0,0.0
T,Set2,22,10,2,650959,0.0,0.0
T,Set2,23,10,0,533017,0.0,0.0
T,Set2,24,10,0,1028315,0.0,0.0
T,Set2,25,10,1,435456,0.0,0.0
T,Set2,26,10,0,583985,0.0,0.0
T,Set2,27,10,5,686104,0.0,0.0
T,Set2,28,10,0,636763,0.0,0.0
T,Set2,29,10,0,675368,0.0,0.0
T,Set2,30,10,0,614920,0.0,0.0
T,Set2,31,10,0,508552,0.0,0.0
T,Set2,32,10,0,624430,0.0,0.0
T,Set2,33,10,1,731377,0.0,0.0
T,Set2,34,10,0,666456,0.0,0.0
T,Set2,35,10,0,695550,0.0,0.0
T,Set2,36,10,0,533522,0.0,0.0
T,Set2,37,10,0,607904,0.0,0.0
T,Set2,38,10,0,590492,0.0,0.0
T,Set2,39,10,0,693329,0.0,0.0
T,Set2,40,10,1,981346,0.0,0.0
T,Set2,41,10,0,682417,0.0,0.0
T,Set2,42,10,0,765278,0.0,0.0
T,Set2,43,10,1,880597,0.0,0.0
T,Set2,44,10,0,588955,0.0,0.0
T,Set2,45,10,0,504454,0.0,0.0
T,Set2,46,10,0,810745,0.0,0.0
T,Set2,47,10,0,729430,0.0,0.0
T,Set2,48,10,0,626537,0.0,0.0
T,Set3,01,10,0,522736,0.0,0.0
T,Set3,02,10,2,376922,0.0,0.0
T,Set3,03,10,2,471901,0.0,0.0
T,Set3,04,10,0,613745,0.0,0.0
T,Set3,05,10,1,471595,0.0,0.0
T,Set3,06,10,1,510063,0.0,0.0
T,Set3,07,10,1,322190,0.0,0.0
T,Set3,08,10,0,565743,0.0,0.0
T,Set3,09,10,0,535432,0.0,0.0
T,Set3,11,10,1,402646,0.0,0.0
T,Set3,12,10,1,774122,0.0,0.0
T,Set3,13,10,1,356470,0.0,0.0
T,Set3,14,10,33,689051,0.0,0.0
T,Set3,15,10,0,755904,0.0,0.0
T,Set3,16,10,0,589942,0.0,0.0
T,Set3,17,10,0,481073,0.0,0.0
T,Set3,18,10,216,604560,0.04,0.04
T,Set3,19,10,0,709057,0.0,0.0
T,Set3,20,10,1,628477,0.0,0.0
T,Set3,21,10,0,480165,0.0,0.0
T,Set3,22,10,0,455809,0.0,0.0
T,Set3,23,10,0,600018,0.0,0.0
T,Set3,24,10,0,635161,0.0,0.0
T,Set3,25,10,0,284795,0.0,0.0
T,Set3,26,10,1,575463,0.0,0.0
T,Set3,27,10,1,450234,0.0,0.0
T,Set3,28,10,0,284717,0.0,0.0
T,Set3,29,10,0,407463,0.0,0.0
T,Set3,30,10,0,333803,0.0,0.0
T,Set3,31,10,1,626498,0.0,0.0
T,Set3,32,10,0,680767,0.0,0.0
T,Set3,33,10,0,461972,0.0,0.0
T,Set3,34,10,0,572614,0.0,0.0
T,Set3,35,10,0,307460,0.0,0.0
T,Set3,36,10,0,396936,0.0,0.0
T,Set3,37,10,0,378078,0.0,0.0
T,Set3,38,10,0,443384,0.0,0.0
T,Set3,39,10,0,511738,0.0,0.0
T,Set3,40,10,0,673086,0.0,0.0
T,Set3,41,10,0,679858,0.0,0.0
T,Set3,42,10,0,406050,0.0,0.0
T,Set3,43,10,0,538908,0.0,0.0
T,Set3,44,10,0,426884,0.0,0.0
T,Set3,45,10,0,380410,0.0,0.0
T,Set3,46,10,0,521870,0.0,0.0
T,Set3,47,10,0,613812,0.0,0.0
T,Set3,48,10,2,698162,0.0,0.0
T,Set1,02,01,2,559349,0.0,0.0
T,Set1,03,01,7,694455,0.0,0.0
T,Set1,04,01,0,584755,0.0,0.0
T,Set1,05,01,0,693708,0.0,0.0
T,Set1,06,01,0,652522,0.0,0.0
T,Set1,07,01,4,661860,0.0,0.0
T,Set1,08,01,1,697079,0.0,0.0
T,Set1,09,01,0,722325,0.0,0.0
T,Set1,10,01,0,819362,0.0,0.0
T,Set1,11,01,0,666345,0.0,0.0
T,Set1,12,01,2,508394,0.0,0.0
T,Set1,13,01,0,622116,0.0,0.0
T,Set1,14,01,0,666038,0.0,0.0
T,Set1,15,01,0,700503,0.0,0.0
T,Set1,16,01,0,659421,0.0,0.0
T,Set1,17,01,1,649326,0.0,0.0
T,Set1,18,01,0,419022,0.0,0.0
T,Set1,19,01,0,632509,0.0,0.0
T,Set1,20,01,1,1069884,0.0,0.0
T,Set1,21,01,2,601771,0.0,0.0
T,Set1,22,01,0,557655,0.0,0.0
T,Set1,23,01,0,667898,0.0,0.0
T,Set1,24,01,0,575151,0.0,0.0
T,Set1,25,01,43,469824,0.01,0.01
T,Set1,26,01,0,680819,0.0,0.0
T,Set1,27,01,0,497186,0.0,0.0
T,Set1,28,01,3,724335,0.0,0.0
T,Set1,29,01,7,618673,0.0,0.0
T,Set1,30,01,0,586235,0.0,0.0
T,Set1,31,01,4,636966,0.0,0.0
T,Set1,32,01,0,823799,0.0,0.0
T,Set1,33,01,0,430433,0.0,0.0
T,Set1,34,01,0,485391,0.0,0.0
T,Set1,35,01,0,675415,0.0,0.0
T,Set1,36,01,1,388948,0.0,0.0
T,Set1,37,01,0,714834,0.0,0.0
T,Set1,38,01,0,502888,0.0,0.0
T,Set1,39,01,0,746041,0.0,0.0
T,Set1,40,01,1,844512,0.0,0.0
T,Set1,41,01,0,701472,0.0,0.0
T,Set1,42,01,0,647029,0.0,0.0
T,Set1,43,01,1,764250,0.0,0.0
T,Set1,44,01,0,877203,0.0,0.0
T,Set1,45,01,0,657348,0.0,0.0
T,Set1,46,01,0,595681,0.0,0.0
T,Set1,47,01,0,698829,0.0,0.0
T,Set1,48,01,0,621626,0.0,0.0
T,Set2,02,01,4,600903,0.0,0.0
T,Set2,03,01,12,822180,0.0,0.0
T,Set2,04,01,1,726253,0.0,0.0
T,Set2,05,01,0,635437,0.0,0.0
T,Set2,06,01,0,702965,0.0,0.0
T,Set2,07,01,1,675264,0.0,0.0
T,Set2,08,01,1,681144,0.0,0.0
T,Set2,09,01,0,436090,0.0,0.0
T,Set2,10,01,1,608769,0.0,0.0
T,Set2,11,01,0,604342,0.0,0.0
T,Set2,12,01,0,509207,0.0,0.0
T,Set2,13,01,1,684694,0.0,0.0
T,Set2,14,01,2,630317,0.0,0.0
T,Set2,15,01,0,713571,0.0,0.0
T,Set2,16,01,1,832532,0.0,0.0
T,Set2,17,01,2,723550,0.0,0.0
T,Set2,18,01,0,607535,0.0,0.0
T,Set2,19,01,0,698680,0.0,0.0
T,Set2,20,01,1,746124,0.0,0.0
T,Set2,21,01,5,662683,0.0,0.0
T,Set2,22,01,0,650959,0.0,0.0
T,Set2,23,01,1,533017,0.0,0.0
T,Set2,24,01,0,1028315,0.0,0.0
T,Set2,25,01,23,435456,0.01,0.01
T,Set2,26,01,0,583985,0.0,0.0
T,Set2,27,01,0,686104,0.0,0.0
T,Set2,28,01,4,636763,0.0,0.0
T,Set2,29,01,2,675368,0.0,0.0
T,Set2,30,01,0,614920,0.0,0.0
T,Set2,31,01,0,508552,0.0,0.0
T,Set2,32,01,0,624430,0.0,0.0
T,Set2,33,01,0,731377,0.0,0.0
T,Set2,34,01,0,666456,0.0,0.0
T,Set2,35,01,0,695550,0.0,0.0
T,Set2,36,01,0,533522,0.0,0.0
T,Set2,37,01,0,607904,0.0,0.0
T,Set2,38,01,0,590492,0.0,0.0
T,Set2,39,01,0,693329,0.0,0.0
T,Set2,40,01,0,981346,0.0,0.0
T,Set2,41,01,1,682417,0.0,0.0
T,Set2,42,01,0,765278,0.0,0.0
T,Set2,43,01,0,880597,0.0,0.0
T,Set2,44,01,0,588955,0.0,0.0
T,Set2,45,01,0,504454,0.0,0.0
T,Set2,46,01,0,810745,0.0,0.0
T,Set2,47,01,0,729430,0.0,0.0
T,Set2,48,01,0,626537,0.0,0.0
T,Set3,02,01,2,376922,0.0,0.0
T,Set3,03,01,3,471901,0.0,0.0
T,Set3,04,01,0,613745,0.0,0.0
T,Set3,05,01,0,471595,0.0,0.0
T,Set3,06,01,0,510063,0.0,0.0
T,Set3,07,01,0,322190,0.0,0.0
T,Set3,08,01,0,565743,0.0,0.0
T,Set3,09,01,1,535432,0.0,0.0
T,Set3,10,01,0,482710,0.0,0.0
T,Set3,11,01,0,402646,0.0,0.0
T,Set3,12,01,2,774122,0.0,0.0
T,Set3,13,01,1,356470,0.0,0.0
T,Set3,14,01,0,689051,0.0,0.0
T,Set3,15,01,0,755904,0.0,0.0
T,Set3,16,01,0,589942,0.0,0.0
T,Set3,17,01,2,481073,0.0,0.0
T,Set3,18,01,0,604560,0.0,0.0
T,Set3,19,01,0,709057,0.0,0.0
T,Set3,20,01,0,628477,0.0,0.0
T,Set3,21,01,1,480165,0.0,0.0
T,Set3,22,01,0,455809,0.0,0.0
T,Set3,23,01,1,600018,0.0,0.0
T,Set3,24,01,0,635161,0.0,0.0
T,Set3,25,01,14,284795,0.0,0.0
T,Set3,26,01,0,575463,0.0,0.0
T,Set3,27,01,0,450234,0.0,0.0
T,Set3,28,01,1,284717,0.0,0.0
T,Set3,29,01,1,407463,0.0,0.0
T,Set3,30,01,0,333803,0.0,0.0
T,Set3,31,01,3,626498,0.0,0.0
T,Set3,32,01,0,680767,0.0,0.0
T,Set3,33,01,0,461972,0.0,0.0
T,Set3,34,01,2,572614,0.0,0.0
T,Set3,35,01,0,307460,0.0,0.0
T,Set3,36,01,0,396936,0.0,0.0
T,Set3,37,01,0,378078,0.0,0.0
T,Set3,38,01,0,443384,0.0,0.0
T,Set3,39,01,0,511738,0.0,0.0
T,Set3,40,01,0,673086,0.0,0.0
T,Set3,41,01,1,679858,0.0,0.0
T,Set3,42,01,0,406050,0.0,0.0
T,Set3,43,01,0,538908,0.0,0.0
T,Set3,44,01,0,426884,0.0,0.0
T,Set3,45,01,0,380410,0.0,0.0
T,Set3,46,01,0,521870,0.0,0.0
T,Set3,47,01,0,613812,0.0,0.0
T,Set3,48,01,0,698162,0.0,0.0
T,Set1,01,16,0,681223,0.0,0.0
T,Set1,02,16,0,559349,0.0,0.0
T,Set1,03,16,1,694455,0.0,0.0
T,Set1,04,16,0,584755,0.0,0.0
T,Set1,05,16,0,693708,0.0,0.0
T,Set1,06,16,0,652522,0.0,0.0
T,Set1,07,16,0,661860,0.0,0.0
T,Set1,08,16,4,697079,0.0,0.0
T,Set1,09,16,0,722325,0.0,0.0
T,Set1,10,16,0,819362,0.0,0.0
T,Set1,11,16,0,666345,0.0,0.0
T,Set1,12,16,0,508394,0.0,0.0
T,Set1,13,16,1,622116,0.0,0.0
T,Set1,14,16,0,666038,0.0,0.0
T,Set1,15,16,3,700503,0.0,0.0
T,Set1,17,16,0,649326,0.0,0.0
T,Set1,18,16,0,419022,0.0,0.0
T,Set1,19,16,1,632509,0.0,0.0
T,Set1,20,16,0,1069884,0.0,0.0
T,Set1,21,16,2,601771,0.0,0.0
T,Set1,22,16,2,557655,0.0,0.0
T,Set1,23,16,613,667898,0.09,0.09
T,Set1,24,16,0,575151,0.0,0.0
T,Set1,25,16,0,469824,0.0,0.0
T,Set1,26,16,2,680819,0.0,0.0
T,Set1,27,16,0,497186,0.0,0.0
T,Set1,28,16,0,724335,0.0,0.0
T,Set1,29,16,0,618673,0.0,0.0
T,Set1,30,16,0,586235,0.0,0.0
T,Set1,31,16,1,636966,0.0,0.0
T,Set1,32,16,0,823799,0.0,0.0
T,Set1,33,16,0,430433,0.0,0.0
T,Set1,34,16,0,485391,0.0,0.0
T,Set1,35,16,1,675415,0.0,0.0
T,Set1,36,16,1,388948,0.0,0.0
T,Set1,37,16,0,714834,0.0,0.0
T,Set1,38,16,0,502888,0.0,0.0
T,Set1,39,16,1,746041,0.0,0.0
T,Set1,40,16,1,844512,0.0,0.0
T,Set1,41,16,0,701472,0.0,0.0
T,Set1,42,16,1,647029,0.0,0.0
T,Set1,43,16,0,764250,0.0,0.0
T,Set1,44,16,0,877203,0.0,0.0
T,Set1,45,16,1,657348,0.0,0.0
T,Set1,46,16,1,595681,0.0,0.0
T,Set1,47,16,0,698829,0.0,0.0
T,Set1,48,16,41,621626,0.01,0.01
T,Set2,01,16,0,740984,0.0,0.0
T,Set2,02,16,1,600903,0.0,0.0
T,Set2,03,16,5,822180,0.0,0.0
T,Set2,04,16,0,726253,0.0,0.0
T,Set2,05,16,0,635437,0.0,0.0
T,Set2,06,16,1,702965,0.0,0.0
T,Set2,07,16,0,675264,0.0,0.0
T,Set2,08,16,0,681144,0.0,0.0
T,Set2,09,16,0,436090,0.0,0.0
T,Set2,10,16,0,608769,0.0,0.0
T,Set2,11,16,0,604342,0.0,0.0
T,Set2,12,16,0,509207,0.0,0.0
T,Set2,13,16,1,684694,0.0,0.0
T,Set2,14,16,0,630317,0.0,0.0
