TYPE,SET,EIO,i7,oligo_reads,total_oligo_reads,perc_reads,predicted_perc_contam
T,Set1,12,46,2,508394,0.0,0.0
T,Set1,13,46,1,622116,0.0,0.0
T,Set1,14,46,0,666038,0.0,0.0
T,Set1,15,46,0,700503,0.0,0.0
T,Set1,16,46,1,659421,0.0,0.0
T,Set1,17,46,0,649326,0.0,0.0
T,Set1,18,46,0,419022,0.0,0.0
T,Set1,19,46,0,632509,0.0,0.0
T,Set1,20,46,0,1069884,0.0,0.0
T,Set1,21,46,1,601771,0.0,0.0
T,Set1,22,46,1,557655,0.0,0.0
T,Set1,23,46,0,667898,0.0,0.0
T,Set1,24,46,0,575151,0.0,0.0
T,Set1,25,46,0,469824,0.0,0.0
T,Set1,26,46,0,680819,0.0,0.0
T,Set1,27,46,0,497186,0.0,0.0
T,Set1,28,46,0,724335,0.0,0.0
T,Set1,29,46,0,618673,0.0,0.0
T,Set1,30,46,0,586235,0.0,0.0
T,Set1,31,46,0,636966,0.0,0.0
T,Set1,32,46,0,823799,0.0,0.0
T,Set1,33,46,0,430433,0.0,0.0
T,Set1,34,46,0,485391,0.0,0.0
T,Set1,35,46,0,675415,0.0,0.0
T,Set1,36,46,0,388948,0.0,0.0
T,Set1,37,46,0,714834,0.0,0.0
T,Set1,38,46,0,502888,0.0,0.0
T,Set1,39,46,0,746041,0.0,0.0
T,Set1,40,46,0,844512,0.0,0.0
T,Set1,41,46,0,701472,0.0,0.0
T,Set1,42,46,1,647029,0.0,0.0
T,Set1,43,46,34,764250,0.0,0.0
T,Set1,44,46,4,877203,0.0,0.0
T,Set1,45,46,0,657348,0.0,0.0
T,Set1,47,46,0,698829,0.0,0.0
T,Set1,48,46,1,621626,0.0,0.0
T,Set2,01,46,0,740984,0.0,0.0
T,Set2,02,46,0,600903,0.0,0.0
T,Set2,03,46,0,822180,0.0,0.0
T,Set2,04,46,1,726253,0.0,0.0
T,Set2,05,46,0,635437,0.0,0.0
T,Set2,06,46,0,702965,0.0,0.0
T,Set2,07,46,0,675264,0.0,0.0
T,Set2,08,46,0,681144,0.0,0.0
T,Set2,09,46,0,436090,0.0,0.0
T,Set2,10,46,0,608769,0.0,0.0
T,Set2,11,46,0,604342,0.0,0.0
T,Set2,12,46,0,509207,0.0,0.0
T,Set2,13,46,0,684694,0.0,0.0
T,Set2,14,46,0,630317,0.0,0.0
T,Set2,15,46,1,713571,0.0,0.0
T,Set2,16,46,0,832532,0.0,0.0
T,Set2,17,46,0,723550,0.0,0.0
T,Set2,18,46,0,607535,0.0,0.0
T,Set2,19,46,2,698680,0.0,0.0
T,Set2,20,46,1,746124,0.0,0.0
T,Set2,21,46,0,662683,0.0,0.0
T,Set2,22,46,0,650959,0.0,0.0
T,Set2,23,46,0,533017,0.0,0.0
T,Set2,24,46,0,1028315,0.0,0.0
T,Set2,25,46,0,435456,0.0,0.0
T,Set2,26,46,0,583985,0.0,0.0
T,Set2,27,46,0,686104,0.0,0.0
T,Set2,28,46,0,636763,0.0,0.0
T,Set2,29,46,0,675368,0.0,0.0
T,Set2,30,46,0,614920,0.0,0.0
T,Set2,31,46,0,508552,0.0,0.0
T,Set2,32,46,0,624430,0.0,0.0
T,Set2,33,46,0,731377,0.0,0.0
T,Set2,34,46,1,666456,0.0,0.0
T,Set2,35,46,0,695550,0.0,0.0
T,Set2,36,46,1,533522,0.0,0.0
T,Set2,37,46,0,607904,0.0,0.0
T,Set2,38,46,1,590492,0.0,0.0
T,Set2,39,46,0,693329,0.0,0.0
T,Set2,40,46,1,981346,0.0,0.0
T,Set2,41,46,0,682417,0.0,0.0
T,Set2,42,46,0,765278,0.0,0.0
T,Set2,43,46,46,880597,0.01,0.01
T,Set2,44,46,4,588955,0.0,0.0
T,Set2,45,46,0,504454,0.0,0.0
T,Set2,47,46,0,729430,0.0,0.0
T,Set2,48,46,1,626537,0.0,0.0
T,Set3,01,46,0,522736,0.0,0.0
T,Set3,02,46,0,376922,0.0,0.0
T,Set3,03,46,0,471901,0.0,0.0
T,Set3,04,46,2,613745,0.0,0.0
T,Set3,05,46,0,471595,0.0,0.0
T,Set3,06,46,0,510063,0.0,0.0
T,Set3,07,46,0,322190,0.0,0.0
T,Set3,08,46,0,565743,0.0,0.0
T,Set3,09,46,0,535432,0.0,0.0
T,Set3,10,46,0,482710,0.0,0.0
T,Set3,11,46,0,402646,0.0,0.0
T,Set3,12,46,0,774122,0.0,0.0
T,Set3,13,46,0,356470,0.0,0.0
T,Set3,14,46,2,689051,0.0,0.0
T,Set3,15,46,0,755904,0.0,0.0
T,Set3,16,46,0,589942,0.0,0.0
T,Set3,17,46,0,481073,0.0,0.0
T,Set3,18,46,0,604560,0.0,0.0
T,Set3,19,46,1,709057,0.0,0.0
T,Set3,20,46,0,628477,0.0,0.0
T,Set3,21,46,1,480165,0.0,0.0
T,Set3,22,46,0,455809,0.0,0.0
T,Set3,23,46,0,600018,0.0,0.0
T,Set3,24,46,0,635161,0.0,0.0
T,Set3,25,46,0,284795,0.0,0.0
T,Set3,26,46,0,575463,0.0,0.0
T,Set3,27,46,0,450234,0.0,0.0
T,Set3,28,46,0,284717,0.0,0.0
T,Set3,29,46,0,407463,0.0,0.0
T,Set3,30,46,1,333803,0.0,0.0
T,Set3,31,46,0,626498,0.0,0.0
T,Set3,32,46,0,680767,0.0,0.0
T,Set3,33,46,0,461972,0.0,0.0
T,Set3,34,46,1,572614,0.0,0.0
T,Set3,35,46,0,307460,0.0,0.0
T,Set3,36,46,0,396936,0.0,0.0
T,Set3,37,46,0,378078,0.0,0.0
T,Set3,38,46,0,443384,0.0,0.0
T,Set3,39,46,1,511738,0.0,0.0
T,Set3,40,46,0,673086,0.0,0.0
T,Set3,41,46,0,679858,0.0,0.0
T,Set3,42,46,0,406050,0.0,0.0
T,Set3,43,46,35,538908,0.01,0.01
T,Set3,44,46,3,426884,0.0,0.0
T,Set3,45,46,1,380410,0.0,0.0
T,Set3,47,46,0,613812,0.0,0.0
T,Set3,48,46,0,698162,0.0,0.0
T,Set1,01,13,0,681223,0.0,0.0
T,Set1,02,13,0,559349,0.0,0.0
T,Set1,03,13,0,694455,0.0,0.0
T,Set1,04,13,0,584755,0.0,0.0
T,Set1,05,13,1,693708,0.0,0.0
T,Set1,06,13,1,652522,0.0,0.0
T,Set1,07,13,0,661860,0.0,0.0
T,Set1,08,13,0,697079,0.0,0.0
T,Set1,09,13,8,722325,0.0,0.0
T,Set1,10,13,0,819362,0.0,0.0
T,Set1,11,13,0,666345,0.0,0.0
T,Set1,12,13,0,508394,0.0,0.0
T,Set1,14,13,0,666038,0.0,0.0
T,Set1,15,13,2,700503,0.0,0.0
T,Set1,16,13,0,659421,0.0,0.0
T,Set1,17,13,0,649326,0.0,0.0
T,Set1,18,13,0,419022,0.0,0.0
T,Set1,19,13,0,632509,0.0,0.0
T,Set1,20,13,1,1069884,0.0,0.0
T,Set1,21,13,0,601771,0.0,0.0
T,Set1,22,13,0,557655,0.0,0.0
T,Set1,23,13,0,667898,0.0,0.0
T,Set1,24,13,1,575151,0.0,0.0
T,Set1,25,13,0,469824,0.0,0.0
T,Set1,26,13,0,680819,0.0,0.0
T,Set1,27,13,10,497186,0.0,0.0
T,Set1,28,13,0,724335,0.0,0.0
T,Set1,29,13,0,618673,0.0,0.0
T,Set1,30,13,0,586235,0.0,0.0
T,Set1,31,13,1,636966,0.0,0.0
T,Set1,32,13,0,823799,0.0,0.0
T,Set1,33,13,0,430433,0.0,0.0
T,Set1,34,13,0,485391,0.0,0.0
T,Set1,35,13,0,675415,0.0,0.0
T,Set1,36,13,0,388948,0.0,0.0
T,Set1,37,13,2,714834,0.0,0.0
T,Set1,38,13,0,502888,0.0,0.0
T,Set1,39,13,0,746041,0.0,0.0
T,Set1,40,13,0,844512,0.0,0.0
T,Set1,41,13,3,701472,0.0,0.0
T,Set1,42,13,0,647029,0.0,0.0
T,Set1,43,13,0,764250,0.0,0.0
T,Set1,44,13,1,877203,0.0,0.0
T,Set1,45,13,2,657348,0.0,0.0
T,Set1,46,13,0,595681,0.0,0.0
T,Set1,47,13,2,698829,0.0,0.0
T,Set1,48,13,2,621626,0.0,0.0
T,Set2,01,13,0,740984,0.0,0.0
T,Set2,02,13,0,600903,0.0,0.0
T,Set2,03,13,0,822180,0.0,0.0
T,Set2,04,13,0,726253,0.0,0.0
T,Set2,05,13,10,635437,0.0,0.0
T,Set2,06,13,1,702965,0.0,0.0
T,Set2,07,13,0,675264,0.0,0.0
T,Set2,08,13,0,681144,0.0,0.0
T,Set2,09,13,4,436090,0.0,0.0
T,Set2,10,13,0,608769,0.0,0.0
T,Set2,11,13,0,604342,0.0,0.0
T,Set2,12,13,0,509207,0.0,0.0
T,Set2,14,13,0,630317,0.0,0.0
T,Set2,15,13,0,713571,0.0,0.0
T,Set2,16,13,2,832532,0.0,0.0
T,Set2,17,13,0,723550,0.0,0.0
T,Set2,18,13,0,607535,0.0,0.0
T,Set2,19,13,0,698680,0.0,0.0
T,Set2,20,13,2,746124,0.0,0.0
T,Set2,21,13,0,662683,0.0,0.0
T,Set2,22,13,1,650959,0.0,0.0
T,Set2,23,13,0,533017,0.0,0.0
T,Set2,24,13,0,1028315,0.0,0.0
T,Set2,25,13,0,435456,0.0,0.0
T,Set2,26,13,0,583985,0.0,0.0
T,Set2,27,13,11,686104,0.0,0.0
T,Set2,28,13,0,636763,0.0,0.0
T,Set2,29,13,0,675368,0.0,0.0
T,Set2,30,13,0,614920,0.0,0.0
T,Set2,31,13,1,508552,0.0,0.0
T,Set2,32,13,0,624430,0.0,0.0
T,Set2,33,13,0,731377,0.0,0.0
T,Set2,34,13,0,666456,0.0,0.0
T,Set2,35,13,1,695550,0.0,0.0
T,Set2,36,13,0,533522,0.0,0.0
T,Set2,37,13,3,607904,0.0,0.0
T,Set2,38,13,0,590492,0.0,0.0
T,Set2,39,13,0,693329,0.0,0.0
T,Set2,40,13,1,981346,0.0,0.0
T,Set2,41,13,4,682417,0.0,0.0
T,Set2,42,13,0,765278,0.0,0.0
T,Set2,43,13,1,880597,0.0,0.0
T,Set2,44,13,0,588955,0.0,0.0
T,Set2,45,13,0,504454,0.0,0.0
T,Set2,46,13,0,810745,0.0,0.0
T,Set2,47,13,0,729430,0.0,0.0
T,Set2,48,13,1,626537,0.0,0.0
T,Set3,01,13,1,522736,0.0,0.0
T,Set3,02,13,0,376922,0.0,0.0
T,Set3,03,13,0,471901,0.0,0.0
T,Set3,04,13,1,613745,0.0,0.0
T,Set3,05,13,0,471595,0.0,0.0
T,Set3,06,13,3,510063,0.0,0.0
T,Set3,07,13,0,322190,0.0,0.0
T,Set3,08,13,0,565743,0.0,0.0
T,Set3,09,13,1,535432,0.0,0.0
T,Set3,10,13,0,482710,0.0,0.0
T,Set3,11,13,0,402646,0.0,0.0
T,Set3,12,13,0,774122,0.0,0.0
T,Set3,14,13,1,689051,0.0,0.0
T,Set3,15,13,1,755904,0.0,0.0
T,Set3,16,13,0,589942,0.0,0.0
T,Set3,17,13,0,481073,0.0,0.0
T,Set3,18,13,0,604560,0.0,0.0
T,Set3,19,13,0,709057,0.0,0.0
T,Set3,20,13,3,628477,0.0,0.0
T,Set3,21,13,0,480165,0.0,0.0
T,Set3,22,13,0,455809,0.0,0.0
T,Set3,23,13,0,600018,0.0,0.0
T,Set3,24,13,0,635161,0.0,0.0
T,Set3,25,13,1,284795,0.0,0.0
T,Set3,26,13,0,575463,0.0,0.0
T,Set3,27,13,9,450234,0.0,0.0
T,Set3,28,13,0,284717,0.0,0.0
T,Set3,29,13,0,407463,0.0,0.0
T,Set3,30,13,0,333803,0.0,0.0
T,Set3,31,13,2,626498,0.0,0.0
T,Set3,32,13,0,680767,0.0,0.0
T,Set3,33,13,0,461972,0.0,0.0
T,Set3,34,13,0,572614,0.0,0.0
T,Set3,35,13,0,307460,0.0,0.0
T,Set3,36,13,0,396936,0.0,0.0
T,Set3,37,13,1,378078,0.0,0.0
T,Set3,38,13,0,443384,0.0,0.0
T,Set3,39,13,0,511738,0.0,0.0
T,Set3,40,13,0,673086,0.0,0.0
T,Set3,41,13,1,679858,0.0,0.0
T,Set3,42,13,0,406050,0.0,0.0
T,Set3,43,13,0,538908,0.0,0.0
T,Set3,44,13,0,426884,0.0,0.0
T,Set3,45,13,0,380410,0.0,0.0
T,Set3,46,13,0,521870,0.0,0.0
T,Set3,47,13,0,613812,0.0,0.0
T,Set3,48,13,1,698162,0.0,0.0
T,Set1,01,38,0,681223,0.0,0.0
T,Set1,02,38,0,559349,0.0,0.0
T,Set1,03,38,0,694455,0.0,0.0
T,Set1,04,38,1,584755,0.0,0.0
T,Set1,05,38,0,693708,0.0,0.0
T,Set1,06,38,0,652522,0.0,0.0
T,Set1,07,38,0,661860,0.0,0.0
T,Set1,08,38,0,697079,0.0,0.0
T,Set1,09,38,0,722325,0.0,0.0
T,Set1,10,38,1,819362,0.0,0.0
T,Set1,11,38,0,666345,0.0,0.0
T,Set1,12,38,1,508394,0.0,0.0
T,Set1,13,38,1,622116,0.0,0.0
T,Set1,14,38,0,666038,0.0,0.0
T,Set1,15,38,2,700503,0.0,0.0
T,Set1,16,38,1,659421,0.0,0.0
T,Set1,17,38,2,649326,0.0,0.0
T,Set1,18,38,0,419022,0.0,0.0
T,Set1,19,38,0,632509,0.0,0.0
T,Set1,20,38,0,1069884,0.0,0.0
T,Set1,21,38,0,601771,0.0,0.0
T,Set1,22,38,0,557655,0.0,0.0
T,Set1,23,38,1,667898,0.0,0.0
T,Set1,24,38,3,575151,0.0,0.0
T,Set1,25,38,0,469824,0.0,0.0
T,Set1,26,38,0,680819,0.0,0.0
T,Set1,27,38,1,497186,0.0,0.0
T,Set1,28,38,0,724335,0.0,0.0
T,Set1,29,38,0,618673,0.0,0.0
T,Set1,30,38,4,586235,0.0,0.0
T,Set1,31,38,0,636966,0.0,0.0
T,Set1,32,38,27,823799,0.0,0.0
T,Set1,33,38,0,430433,0.0,0.0
T,Set1,34,38,0,485391,0.0,0.0
T,Set1,35,38,2,675415,0.0,0.0
T,Set1,36,38,1,388948,0.0,0.0
T,Set1,37,38,0,714834,0.0,0.0
T,Set1,39,38,0,746041,0.0,0.0
T,Set1,40,38,0,844512,0.0,0.0
T,Set1,41,38,1,701472,0.0,0.0
T,Set1,42,38,4,647029,0.0,0.0
T,Set1,43,38,0,764250,0.0,0.0
T,Set1,44,38,0,877203,0.0,0.0
T,Set1,45,38,0,657348,0.0,0.0
T,Set1,46,38,2,595681,0.0,0.0
T,Set1,47,38,0,698829,0.0,0.0
T,Set1,48,38,0,621626,0.0,0.0
T,Set2,01,38,0,740984,0.0,0.0
T,Set2,02,38,0,600903,0.0,0.0
T,Set2,03,38,0,822180,0.0,0.0
T,Set2,04,38,0,726253,0.0,0.0
T,Set2,05,38,0,635437,0.0,0.0
T,Set2,06,38,1,702965,0.0,0.0
T,Set2,07,38,1,675264,0.0,0.0
T,Set2,08,38,0,681144,0.0,0.0
T,Set2,09,38,0,436090,0.0,0.0
T,Set2,10,38,0,608769,0.0,0.0
T,Set2,11,38,1,604342,0.0,0.0
T,Set2,12,38,0,509207,0.0,0.0
T,Set2,13,38,0,684694,0.0,0.0
T,Set2,14,38,0,630317,0.0,0.0
T,Set2,15,38,1,713571,0.0,0.0
T,Set2,16,38,0,832532,0.0,0.0
T,Set2,17,38,3,723550,0.0,0.0
T,Set2,18,38,0,607535,0.0,0.0
T,Set2,19,38,0,698680,0.0,0.0
T,Set2,20,38,0,746124,0.0,0.0
T,Set2,21,38,0,662683,0.0,0.0
T,Set2,22,38,1,650959,0.0,0.0
T,Set2,23,38,0,533017,0.0,0.0
T,Set2,24,38,1,1028315,0.0,0.0
T,Set2,25,38,1,435456,0.0,0.0
T,Set2,26,38,0,583985,0.0,0.0
T,Set2,27,38,0,686104,0.0,0.0
T,Set2,28,38,0,636763,0.0,0.0
T,Set2,29,38,1,675368,0.0,0.0
T,Set2,30,38,3,614920,0.0,0.0
T,Set2,31,38,0,508552,0.0,0.0
T,Set2,32,38,12,624430,0.0,0.0
T,Set2,33,38,0,731377,0.0,0.0
T,Set2,34,38,0,666456,0.0,0.0
T,Set2,35,38,2,695550,0.0,0.0
T,Set2,36,38,1,533522,0.0,0.0
T,Set2,37,38,0,607904,0.0,0.0
T,Set2,39,38,0,693329,0.0,0.0
T,Set2,40,38,2,981346,0.0,0.0
T,Set2,41,38,0,682417,0.0,0.0
T,Set2,42,38,5,765278,0.0,0.0
T,Set2,43,38,1,880597,0.0,0.0
T,Set2,44,38,0,588955,0.0,0.0
T,Set2,45,38,0,504454,0.0,0.0
T,Set2,46,38,0,810745,0.0,0.0
T,Set2,47,38,0,729430,0.0,0.0
T,Set2,48,38,0,626537,0.0,0.0
T,Set3,01,38,0,522736,0.0,0.0
T,Set3,02,38,0,376922,0.0,0.0
T,Set3,03,38,0,471901,0.0,0.0
T,Set3,04,38,0,613745,0.0,0.0
T,Set3,05,38,0,471595,0.0,0.0
T,Set3,06,38,0,510063,0.0,0.0
T,Set3,07,38,0,322190,0.0,0.0
T,Set3,08,38,1,565743,0.0,0.0
T,Set3,09,38,1,535432,0.0,0.0
T,Set3,10,38,1,482710,0.0,0.0
T,Set3,11,38,0,402646,0.0,0.0
T,Set3,12,38,0,774122,0.0,0.0
T,Set3,13,38,1,356470,0.0,0.0
T,Set3,14,38,1,689051,0.0,0.0
T,Set3,15,38,0,755904,0.0,0.0
T,Set3,16,38,1,589942,0.0,0.0
T,Set3,17,38,0,481073,0.0,0.0
T,Set3,18,38,0,604560,0.0,0.0
T,Set3,19,38,4,709057,0.0,0.0
T,Set3,20,38,1,628477,0.0,0.0
T,Set3,21,38,0,480165,0.0,0.0
T,Set3,22,38,1,455809,0.0,0.0
T,Set3,23,38,0,600018,0.0,0.0
T,Set3,24,38,1,635161,0.0,0.0
T,Set3,25,38,0,284795,0.0,0.0
T,Set3,26,38,0,575463,0.0,0.0
T,Set3,27,38,1,450234,0.0,0.0
T,Set3,28,38,0,284717,0.0,0.0
T,Set3,29,38,0,407463,0.0,0.0
T,Set3,30,38,3,333803,0.0,0.0
T,Set3,31,38,0,626498,0.0,0.0
T,Set3,32,38,18,680767,0.0,0.0
T,Set3,33,38,0,461972,0.0,0.0
T,Set3,34,38,0,572614,0.0,0.0
T,Set3,35,38,0,307460,0.0,0.0
T,Set3,36,38,1,396936,0.0,0.0
T,Set3,37,38,0,378078,0.0,0.0
T,Set3,39,38,0,511738,0.0,0.0
T,Set3,40,38,1,673086,0.0,0.0
T,Set3,41,38,0,679858,0.0,0.0
T,Set3,42,38,3,406050,0.0,0.0
T,Set3,43,38,0,538908,0.0,0.0
T,Set3,44,38,0,426884,0.0,0.0
T,Set3,45,38,1,380410,0.0,0.0
T,Set3,46,38,0,521870,0.0,0.0
T,Set3,47,38,0,613812,0.0,0.0
T,Set3,48,38,1,698162,0.0,0.0
T,Set1,01,43,21,681223,0.0,0.0
T,Set1,02,43,0,559349,0.0,0.0
T,Set1,03,43,0,694455,0.0,0.0
T,Set1,04,43,0,584755,0.0,0.0
T,Set1,05,43,0,693708,0.0,0.0
T,Set1,06,43,0,652522,0.0,0.0
T,Set1,07,43,2,661860,0.0,0.0
T,Set1,08,43,0,697079,0.0,0.0
T,Set1,09,43,1,722325,0.0,0.0
T,Set1,10,43,0,819362,0.0,0.0
T,Set1,11,43,0,666345,0.0,0.0
T,Set1,12,43,1,508394,0.0,0.0
T,Set1,13,43,0,622116,0.0,0.0
T,Set1,14,43,11,666038,0.0,0.0
T,Set1,15,43,0,700503,0.0,0.0
T,Set1,16,43,0,659421,0.0,0.0
T,Set1,17,43,0,649326,0.0,0.0
T,Set1,18,43,0,419022,0.0,0.0
T,Set1,19,43,0,632509,0.0,0.0
T,Set1,20,43,0,1069884,0.0,0.0
T,Set1,21,43,0,601771,0.0,0.0
T,Set1,22,43,0,557655,0.0,0.0
T,Set1,23,43,0,667898,0.0,0.0
T,Set1,24,43,0,575151,0.0,0.0
T,Set1,25,43,0,469824,0.0,0.0
T,Set1,26,43,1,680819,0.0,0.0
T,Set1,27,43,0,497186,0.0,0.0
T,Set1,28,43,1,724335,0.0,0.0
T,Set1,29,43,0,618673,0.0,0.0
T,Set1,30,43,0,586235,0.0,0.0
T,Set1,31,43,0,636966,0.0,0.0
T,Set1,32,43,22,823799,0.0,0.0
T,Set1,33,43,0,430433,0.0,0.0
T,Set1,34,43,1,485391,0.0,0.0
T,Set1,35,43,5,675415,0.0,0.0
T,Set1,36,43,0,388948,0.0,0.0
T,Set1,37,43,1,714834,0.0,0.0
T,Set1,38,43,0,502888,0.0,0.0
T,Set1,39,43,0,746041,0.0,0.0
T,Set1,40,43,0,844512,0.0,0.0
T,Set1,41,43,0,701472,0.0,0.0
T,Set1,42,43,1,647029,0.0,0.0
T,Set1,44,43,46,877203,0.01,0.01
T,Set1,45,43,0,657348,0.0,0.0
T,Set1,46,43,1,595681,0.0,0.0
T,Set1,47,43,0,698829,0.0,0.0
T,Set1,48,43,0,621626,0.0,0.0
T,Set2,01,43,10,740984,0.0,0.0
T,Set2,02,43,0,600903,0.0,0.0
T,Set2,03,43,6,822180,0.0,0.0
T,Set2,04,43,0,726253,0.0,0.0
T,Set2,05,43,1,635437,0.0,0.0
T,Set2,06,43,0,702965,0.0,0.0
T,Set2,07,43,0,675264,0.0,0.0
T,Set2,08,43,0,681144,0.0,0.0
T,Set2,09,43,0,436090,0.0,0.0
T,Set2,10,43,0,608769,0.0,0.0
T,Set2,11,43,0,604342,0.0,0.0
T,Set2,12,43,0,509207,0.0,0.0
T,Set2,13,43,0,684694,0.0,0.0
T,Set2,14,43,13,630317,0.0,0.0
T,Set2,15,43,0,713571,0.0,0.0
T,Set2,16,43,0,832532,0.0,0.0
T,Set2,17,43,0,723550,0.0,0.0
T,Set2,18,43,0,607535,0.0,0.0
T,Set2,19,43,0,698680,0.0,0.0
T,Set2,20,43,0,746124,0.0,0.0
T,Set2,21,43,1,662683,0.0,0.0
T,Set2,22,43,0,650959,0.0,0.0
T,Set2,23,43,0,533017,0.0,0.0
T,Set2,24,43,0,1028315,0.0,0.0
T,Set2,25,43,0,435456,0.0,0.0
T,Set2,26,43,0,583985,0.0,0.0
T,Set2,27,43,0,686104,0.0,0.0
T,Set2,28,43,1,636763,0.0,0.0
T,Set2,29,43,5,675368,0.0,0.0
T,Set2,30,43,0,614920,0.0,0.0
T,Set2,31,43,0,508552,0.0,0.0
T,Set2,32,43,23,624430,0.0,0.0
T,Set2,33,43,0,731377,0.0,0.0
T,Set2,34,43,0,666456,0.0,0.0
T,Set2,35,43,1,695550,0.0,0.0
T,Set2,36,43,21,533522,0.0,0.0
T,Set2,37,43,2,607904,0.0,0.0
T,Set2,38,43,0,590492,0.0,0.0
T,Set2,39,43,1,693329,0.0,0.0
T,Set2,40,43,0,981346,0.0,0.0
T,Set2,41,43,0,682417,0.0,0.0
T,Set2,42,43,0,765278,0.0,0.0
T,Set2,44,43,33,588955,0.01,0.01
T,Set2,45,43,1,504454,0.0,0.0
T,Set2,46,43,0,810745,0.0,0.0
T,Set2,47,43,0,729430,0.0,0.0
T,Set2,48,43,1,626537,0.0,0.0
T,Set3,01,43,4,522736,0.0,0.0
T,Set3,02,43,0,376922,0.0,0.0
T,Set3,03,43,1,471901,0.0,0.0
T,Set3,04,43,0,613745,0.0,0.0
T,Set3,05,43,0,471595,0.0,0.0
T,Set3,06,43,0,510063,0.0,0.0
T,Set3,07,43,0,322190,0.0,0.0
T,Set3,08,43,0,565743,0.0,0.0
T,Set3,09,43,0,535432,0.0,0.0
T,Set3,10,43,0,482710,0.0,0.0
T,Set3,11,43,0,402646,0.0,0.0
T,Set3,12,43,1,774122,0.0,0.0
T,Set3,13,43,0,356470,0.0,0.0
T,Set3,14,43,21,689051,0.0,0.0
T,Set3,15,43,0,755904,0.0,0.0
T,Set3,16,43,1,589942,0.0,0.0
T,Set3,17,43,0,481073,0.0,0.0
T,Set3,18,43,0,604560,0.0,0.0
T,Set3,19,43,0,709057,0.0,0.0
T,Set3,20,43,0,628477,0.0,0.0
T,Set3,21,43,0,480165,0.0,0.0
T,Set3,22,43,0,455809,0.0,0.0
T,Set3,23,43,0,600018,0.0,0.0
T,Set3,24,43,1,635161,0.0,0.0
T,Set3,25,43,0,284795,0.0,0.0
T,Set3,26,43,0,575463,0.0,0.0
T,Set3,27,43,0,450234,0.0,0.0
T,Set3,28,43,3,284717,0.0,0.0
T,Set3,29,43,0,407463,0.0,0.0
T,Set3,30,43,0,333803,0.0,0.0
T,Set3,31,43,0,626498,0.0,0.0
T,Set3,32,43,21,680767,0.0,0.0
T,Set3,33,43,0,461972,0.0,0.0
T,Set3,34,43,0,572614,0.0,0.0
T,Set3,35,43,0,307460,0.0,0.0
T,Set3,36,43,1,396936,0.0,0.0
T,Set3,37,43,1,378078,0.0,0.0
T,Set3,38,43,0,443384,0.0,0.0
T,Set3,39,43,0,511738,0.0,0.0
T,Set3,40,43,0,673086,0.0,0.0
T,Set3,41,43,0,679858,0.0,0.0
T,Set3,42,43,0,406050,0.0,0.0
T,Set3,44,43,14,426884,0.0,0.0
T,Set3,45,43,0,380410,0.0,0.0
T,Set3,46,43,0,521870,0.0,0.0
T,Set3,47,43,0,613812,0.0,0.0
T,Set3,48,43,0,698162,0.0,0.0
T,Set1,01,44,0,681223,0.0,0.0
T,Set1,02,44,0,559349,0.0,0.0
T,Set1,03,44,0,694455,0.0,0.0
T,Set1,04,44,1,584755,0.0,0.0
T,Set1,05,44,0,693708,0.0,0.0
T,Set1,06,44,0,652522,0.0,0.0
T,Set1,07,44,0,661860,0.0,0.0
T,Set1,08,44,0,697079,0.0,0.0
T,Set1,09,44,0,722325,0.0,0.0
T,Set1,10,44,0,819362,0.0,0.0
T,Set1,11,44,0,666345,0.0,0.0
T,Set1,12,44,0,508394,0.0,0.0
T,Set1,13,44,0,622116,0.0,0.0
T,Set1,14,44,0,666038,0.0,0.0
T,Set1,15,44,0,700503,0.0,0.0
T,Set1,16,44,0,659421,0.0,0.0
T,Set1,17,44,0,649326,0.0,0.0
T,Set1,18,44,0,419022,0.0,0.0
T,Set1,19,44,0,632509,0.0,0.0
T,Set1,20,44,0,1069884,0.0,0.0
T,Set1,21,44,214,601771,0.04,0.04
T,Set1,22,44,0,557655,0.0,0.0
T,Set1,23,44,2,667898,0.0,0.0
T,Set1,24,44,0,575151,0.0,0.0
T,Set1,25,44,0,469824,0.0,0.0
T,Set1,26,44,0,680819,0.0,0.0
T,Set1,27,44,0,497186,0.0,0.0
T,Set1,28,44,1,724335,0.0,0.0
T,Set1,29,44,0,618673,0.0,0.0
T,Set1,30,44,0,586235,0.0,0.0
T,Set1,31,44,0,636966,0.0,0.0
T,Set1,32,44,0,823799,0.0,0.0
T,Set1,33,44,0,430433,0.0,0.0
T,Set1,34,44,2,485391,0.0,0.0
T,Set1,35,44,0,675415,0.0,0.0
T,Set1,36,44,3,388948,0.0,0.0
T,Set1,37,44,3,714834,0.0,0.0
T,Set1,38,44,0,502888,0.0,0.0
T,Set1,39,44,0,746041,0.0,0.0
T,Set1,40,44,0,844512,0.0,0.0
T,Set1,41,44,0,701472,0.0,0.0
T,Set1,42,44,0,647029,0.0,0.0
T,Set1,43,44,0,764250,0.0,0.0
T,Set1,45,44,0,657348,0.0,0.0
T,Set1,46,44,0,595681,0.0,0.0
T,Set1,47,44,0,698829,0.0,0.0
T,Set1,48,44,0,621626,0.0,0.0
T,Set2,01,44,0,740984,0.0,0.0
T,Set2,02,44,0,600903,0.0,0.0
T,Set2,03,44,0,822180,0.0,0.0
T,Set2,04,44,0,726253,0.0,0.0
T,Set2,05,44,0,635437,0.0,0.0
T,Set2,06,44,0,702965,0.0,0.0
